11,-5,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-6,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-7,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-8,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-1,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,+erAaHc2OP8+UNMwIusTjLFYxQk=
11,-2,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,3rF8bF1gvmhDoZJoLtxvVe9IJuY=
11,-3,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-4,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,Cf9RujdVO6xrKmbKnulMuEN0qpM=
11,-9,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,ca/1DXFuctZhKjX7QGDB39UXGkg=
11,-10,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,ca/1DXFuctZhKjX7QGDB39UXGkg=
11,-11,LtxX7U5KxTAPKpYCVOMvHNGaMzQ=,ca/1DXFuctZhKjX7QGDB39UXGkg=
11,-12,R7OcIH0AJAC4J2sXVYINKrKx4HQ=,ca/1DXFuctZhKjX7QGDB39UXGkg=
10,-1,R7OcIH0AJAC4J2sXVYINKrKx4HQ=,u7DV4rX+t43nUso/3G+wq5bnEWE=
10,-12,R7OcIH0AJAC4J2sXVYINKrKx4HQ=,GXohNarjsUktHbsurHdRTXAlm4c=
9,-1,5te5Of/ebNBCIo8eNTtyH5IaewM=,GRtQ1kTn8rlX6rdpgJCOxJV3jcw=
9,-12,R7OcIH0AJAC4J2sXVYINKrKx4HQ=,4mcizfoSK8aN7z3FNP/CgjI6bwY=
8,-1,Vg9bW/rHeZu48TQppSvY2dODN1Y=,GRtQ1kTn8rlX6rdpgJCOxJV3jcw=
8,-12,R7OcIH0AJAC4J2sXVYINKrKx4HQ=,ca/1DXFuctZhKjX7QGDB39UXGkg=
7,-12,dlRgMplGZRUmN2mt1R00muwSIMw=,l8/aE4iuv/dAaRpia3EICY0Qd50=
7,-1,wKq7/wHEyJ4Y+UPp6kthMk86twA=,1t54X/ketUhmrzrLmI5bzgigW00=
7,-4,dlRgMplGZRUmN2mt1R00muwSIMw=,UPJasWt0rfhqHgG5vCNh1rBktbc=
