-4,11,CXvTEMcbm5HKu3YH1SviJH4tPEs=,FeP1zL3YwVPuCeRX056wNilmZ8I=
-4,4,3CFXwMJkAKuJjKHYDj1/qAOhZSY=,WTAoFpnAusCZCwmO+AJzD7ZeOfk=
-4,5,3CFXwMJkAKuJjKHYDj1/qAOhZSY=,9YOvCVEjUvPk2MOtTIo7dgvKkRA=
-4,0,CXvTEMcbm5HKu3YH1SviJH4tPEs=,KaG3qStMAIdo1Df+dKXjRy+wV2M=
-4,1,CXvTEMcbm5HKu3YH1SviJH4tPEs=,Qumz+DE4L3JWE86VcQ0cHgSVcxQ=
-4,2,CXvTEMcbm5HKu3YH1SviJH4tPEs=,r3Z5rBen2wcOGcfGU6VaUoc5WwY=
-4,3,3CFXwMJkAKuJjKHYDj1/qAOhZSY=,etMY+ZDOjzZKZ2bDjZTUuBLPsAQ=
-3,11,ZDTprrgzVI3Yaov0cP/MQCm34XQ=,j4rY/cAwbWiJzTjDKboq32EMMbQ=
-3,5,ZDTprrgzVI3Yaov0cP/MQCm34XQ=,bygVt3z3larSZ6iLHnSQN8t5CSA=
-3,4,ZDTprrgzVI3Yaov0cP/MQCm34XQ=,ori1367X4V4EfEjaZZ/wXbZZCos=
-3,6,7sfc5l6tFW2/L33VFXKOBKkWRZ0=,sUcUV9R5tWi9Yz2kKgfwPZD4KJo=
-3,1,CXvTEMcbm5HKu3YH1SviJH4tPEs=,SyshLjBohyx2OBlJ/A6LKzwwxMw=
-3,0,CXvTEMcbm5HKu3YH1SviJH4tPEs=,o7tEDsoHje/yR1SPErNCUkZUDKg=
-3,3,7sfc5l6tFW2/L33VFXKOBKkWRZ0=,t2ih2nqLuzjpO318ygnv9Y0Vvt8=
-3,2,CXvTEMcbm5HKu3YH1SviJH4tPEs=,ZDNHf8CUWNycuHqgKuRUAqJxT5k=
-2,11,7sfc5l6tFW2/L33VFXKOBKkWRZ0=,j4rY/cAwbWiJzTjDKboq32EMMbQ=
-2,6,ZwP0EXUYQZ0CiHj9zBVmX1aEwoU=,39iW+bF+T/PABbogL2/sUHr1bl0=
-2,7,ZwP0EXUYQZ0CiHj9zBVmX1aEwoU=,sUcUV9R5tWi9Yz2kKgfwPZD4KJo=
-2,4,ZwP0EXUYQZ0CiHj9zBVmX1aEwoU=,a2I8/z/kqqApYMxLZtZB8q2f4Hw=
-2,5,ZwP0EXUYQZ0CiHj9zBVmX1aEwoU=,EcORgDSivAVXptvHZY6Cw6SJZxc=
-2,2,W7TBWgl1by0T1AJADdhZpglCKzs=,FC/grVkvFWh0wYiZWunkhHzvyXg=
-2,3,ZwP0EXUYQZ0CiHj9zBVmX1aEwoU=,XIagGoI6wIyIPiFzxZQ9wWfItKs=
-2,0,CXvTEMcbm5HKu3YH1SviJH4tPEs=,Ak5ruZgVDF2ZkqDWoxcasJb4r5Y=
-2,1,CXvTEMcbm5HKu3YH1SviJH4tPEs=,MUp9fUnvNZPuAyiCpBdpLRNx1ZE=
-1,11,HSmvulG2QAmavpWKfgstUi7wJoE=,j4rY/cAwbWiJzTjDKboq32EMMbQ=
-1,7,HSmvulG2QAmavpWKfgstUi7wJoE=,39iW+bF+T/PABbogL2/sUHr1bl0=
-1,6,HSmvulG2QAmavpWKfgstUi7wJoE=,LfuObD5fZ4rk/I3aOU6ER1JYqx8=
-1,5,HSmvulG2QAmavpWKfgstUi7wJoE=,wNj9JYcpYid3mMdrMJiGJkMu5h4=
-1,4,HSmvulG2QAmavpWKfgstUi7wJoE=,rFYjfqC98yHN1pf964mrtEHtKDY=
-1,3,HSmvulG2QAmavpWKfgstUi7wJoE=,b77JDS/Is4p9xzSfmk11qOqDYSY=
-1,2,D8GFqc8UkXyUa6D055/+7ILcAGU=,2rV2SdfWqvrsXvTFWhxrbVf+Nr0=
-1,1,D8GFqc8UkXyUa6D055/+7ILcAGU=,cZ3KDfXi02+7+RAncqu4iAx36cE=
-1,0,CXvTEMcbm5HKu3YH1SviJH4tPEs=,kZlwAihNQHrYTXQThfA9JCawmCg=
-12,4,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,5,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,6,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,7,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,0,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,Cn5xvegekpoB18lJPe+mgOufC14=
-12,1,HRqTBHzgat/vfp6AQLFfD3ey9Ds=,wVUA92vArRr1o2mTf675yscHHTA=
-12,2,2uj4eCq6gaz6eF5k6k9tIdv0ogc=,wVUA92vArRr1o2mTf675yscHHTA=
-12,3,2uj4eCq6gaz6eF5k6k9tIdv0ogc=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,8,2uj4eCq6gaz6eF5k6k9tIdv0ogc=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-12,9,+kVkIbnCfOJ21dcrL+NPpet4Iic=,YIDFPCglC2UluCuuRtY3LuJYuS8=
-12,10,+kVkIbnCfOJ21dcrL+NPpet4Iic=,YIDFPCglC2UluCuuRtY3LuJYuS8=
-12,11,2uj4eCq6gaz6eF5k6k9tIdv0ogc=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-11,11,xfHhBTTZY4Mz2+SlosZaXT7eAJc=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-10,0,xfHhBTTZY4Mz2+SlosZaXT7eAJc=,gc1yEXAwvW9jAznR00Yh+4l3HeU=
-10,11,xfHhBTTZY4Mz2+SlosZaXT7eAJc=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-9,1,J4p6OV/wLkZTqnJDlai2BvxV3rE=,1ndTgC+eFj9eL0halikTOeFhN6U=
-9,0,J4p6OV/wLkZTqnJDlai2BvxV3rE=,3kfRUh9E5d4yLHFIrZomQjIemxw=
-9,11,J4p6OV/wLkZTqnJDlai2BvxV3rE=,g8AMKH+SPWYTVD3rFjE945A+Cbo=
-8,11,KZju8y+c896s/cooFtgefCYvB5Y=,j4rY/cAwbWiJzTjDKboq32EMMbQ=
