-7,-40,18ZMxXY/QcQ/E31kyd7jW1ZIK/g=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-8,-40,FnuvRoxhBkJ1XWGhEs3DJQ6+mqA=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-12,-39,FnuvRoxhBkJ1XWGhEs3DJQ6+mqA=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-10,-39,HIo0JK7DKUW52stIF4U8t6shuAg=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-11,-39,HIo0JK7DKUW52stIF4U8t6shuAg=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-11,-38,U1A1fC3iGaAF3wXThXEc/eXyadU=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-12,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-12,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-12,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-9,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-10,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-10,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-11,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-9,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-11,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-8,-44,XyGwLiFeawCVB79gQcGdWpJ8x2c=,/33pco4A6jXkLGCfd2CQuoyzTu0=
-10,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-9,-39,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-6,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-9,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,fZJkEi4IQiK7XOZ6yWfARi2zP5I=
-5,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-5,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-8,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-12,-44,XyGwLiFeawCVB79gQcGdWpJ8x2c=,JJ3f0mV7rKGC4Wo/kXskEsCF0Nc=
-6,-40,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-8,-39,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-8,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-7,-37,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-11,-44,XyGwLiFeawCVB79gQcGdWpJ8x2c=,JJ3f0mV7rKGC4Wo/kXskEsCF0Nc=
-6,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-5,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-7,-38,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-6,-39,XyGwLiFeawCVB79gQcGdWpJ8x2c=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-5,-39,Xza3HXFbKFjlrChVdPgaoXQ7t/U=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-8,-43,Xza3HXFbKFjlrChVdPgaoXQ7t/U=,/33pco4A6jXkLGCfd2CQuoyzTu0=
-7,-39,Xza3HXFbKFjlrChVdPgaoXQ7t/U=,131XJKhN6N2/kvA3OlixAB5tjoQ=
-7,-44,Xza3HXFbKFjlrChVdPgaoXQ7t/U=,/33pco4A6jXkLGCfd2CQuoyzTu0=
