4,-21,a/icgyeKg5pI5Hw0v+xApLkV4zs=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
0,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
6,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
0,-24,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
3,-21,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
4,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
3,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
5,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
2,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
1,-17,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,/HrxOyOge/ywXrFyXkp1D1ni3xQ=
8,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
9,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
10,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
11,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
12,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
13,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
14,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
15,-32,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
12,-27,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
13,-27,dBkKXqndtZOx1Ez7H5UUKU32Qpc=,+V9ORwv8M8zGaHQtsPc8Iavwb/U=
